Place.id,strata_id,Location.name.in.English,Location.name.in.Arabic,Latitude,Longitude,COD_Subdistrict,district_mcna,governorate_mcna,SumDist,proba,num_households,num_surveys,pop_group,pop_group_dist
24063,Al-Kadhmiyah,Al-Abayechi-1,????????-1,33.73487167,44.39270793,Al-Tarmiya,al.kadhmiyah,baghdad,1870,0.010160428,19,6,idp_out_camp,idp_out_camp_al.kadhmiyah
21685,Al-Kadhmiyah,Al Khadraa village,???? ???????,33.67630777,44.37298674,Al-Tarmiya,al.kadhmiyah,baghdad,1870,0.011229947,21,6,idp_out_camp,idp_out_camp_al.kadhmiyah
25424,Al-Kadhmiyah,Hai Al Qadessia-2,?? ????????-2,33.67153192,44.37190248,Al-Tarmiya,al.kadhmiyah,baghdad,1870,0.022459893,42,6,idp_out_camp,idp_out_camp_al.kadhmiyah
25022,Al-Kadhmiyah,Al Gserin Village,???? ??????,33.69205073,44.43516278,Al-Tarmiya,al.kadhmiyah,baghdad,1870,0.012834225,24,6,idp_out_camp,idp_out_camp_al.kadhmiyah
27312,Al-Kadhmiyah,Shoala-448,??????-448,33.36076863,44.29700415,Markaz Al-Kadhimiya,al.kadhmiyah,baghdad,1870,0.003208556,6,6,idp_out_camp,idp_out_camp_al.kadhmiyah
24073,Al-Karkh,Shurtah Al Hader-846,???? ?????-846,33.24231078,44.40771872,Al-Mamoon,al.karkh,baghdad,1489,0.02014775,30,6,idp_out_camp,idp_out_camp_al.karkh
7640,Al-Karkh,Hay al jamiyah (Al Masfi)-842,?? ???????-842(???????),33.25248127,44.42333828,Al-Mamoon,al.karkh,baghdad,1489,0.016789792,25,6,idp_out_camp,idp_out_camp_al.karkh
23984,Al-Karkh,Al Toma(Al Masfi)-826,??????-826(???????),33.24922773,44.39374898,Al-Mamoon,al.karkh,baghdad,1489,0.065815984,98,6,idp_out_camp,idp_out_camp_al.karkh
21460,Al-Karkh,Al Khadraa-639,???????-639,33.3202051,44.2975542,Al-Mansour,al.karkh,baghdad,1489,0.0161182,24,6,idp_out_camp,idp_out_camp_al.karkh
24065,Al-Karkh,Al Ghazaliyah-685,????????-685,33.33179204,44.27015784,Al-Mansour,al.karkh,baghdad,1489,0.0080591,12,6,idp_out_camp,idp_out_camp_al.karkh
23727,Al-Karkh,Al Jameah-627,???????-627,33.31017679,44.32510784,Al-Mansour,al.karkh,baghdad,1489,0.0080591,12,6,idp_out_camp,idp_out_camp_al.karkh
21450,Al-Karkh,Al Amerya-634,????????-634,33.29144128,44.29513377,Al-Mansour,al.karkh,baghdad,1489,0.012760242,19,6,idp_out_camp,idp_out_camp_al.karkh
21448,Al-Karkh,Al Amreya-630,????????-630,33.30167331,44.29399727,Al-Mansour,al.karkh,baghdad,1489,0.009402283,14,6,idp_out_camp,idp_out_camp_al.karkh
25206,Al-Karkh,Al Khadraa-640,???????-640,33.32343766,44.29545214,Al-Mansour,al.karkh,baghdad,1489,0.02014775,30,6,idp_out_camp,idp_out_camp_al.karkh
26041,Al-Karkh,Al Jameah-635,??????? 635,33.32690839,44.31788627,Al-Mansour,al.karkh,baghdad,1489,0.013431833,20,6,idp_out_camp,idp_out_camp_al.karkh
27409,Al-Karkh,Al Saydia-835,???????-835,33.23276431,44.35908273,Al-Mansour,al.karkh,baghdad,1489,0.008730692,13,6,idp_out_camp,idp_out_camp_al.karkh
27191,Al-Karkh,Al Resala-855,???????-855,33.24271644,44.32232939,Al-Mansour,al.karkh,baghdad,1489,0.009402283,14,6,idp_out_camp,idp_out_camp_al.karkh
25221,Al-Karkh,Al Forat-893,??????-893,33.27592422,44.27631613,Al-Mansour,al.karkh,baghdad,1489,0.021490934,32,6,idp_out_camp,idp_out_camp_al.karkh
26100,Al-Karkh,Hay Al Jehad-881,?? ??????-881,33.2811269,44.29810131,Al-Mansour,al.karkh,baghdad,1489,0.0080591,12,6,idp_out_camp,idp_out_camp_al.karkh
27289,Al-Karkh,Al Salahiya-222,????????-222,33.32542042,44.39021553,Markaz Al-Karkh,al.karkh,baghdad,1489,0.006044325,9,6,idp_out_camp,idp_out_camp_al.karkh
25150,Al-Mahmoudiya,Al Latefia-Al Qadessia,????????-?? ????????,32.9704057,44.35331546,Al-Latifya,al.mahmoudiya,baghdad,955,0.164397906,157,18,idp_out_camp,idp_out_camp_al.mahmoudiya
23618,Al-Mahmoudiya,14 Tamooz,?? 14 ????,32.96256919,44.3553264,Al-Latifya,al.mahmoudiya,baghdad,955,0.086910995,83,12,idp_out_camp,idp_out_camp_al.mahmoudiya
25149,Al-Mahmoudiya,Al Latefia-Al Salam,????????-??????,32.99962534,44.36111224,Al-Latifya,al.mahmoudiya,baghdad,955,0.093193717,89,30,idp_out_camp,idp_out_camp_al.mahmoudiya
7733,Al-Mahmoudiya,Hay Al Zuhoor,?? ??????,32.9673387,44.36388038,Al-Latifya,al.mahmoudiya,baghdad,955,0.062827225,60,12,idp_out_camp,idp_out_camp_al.mahmoudiya
25152,Al-Mahmoudiya,Kilo 18,???? 18,32.96327341,44.36306106,Al-Latifya,al.mahmoudiya,baghdad,955,0.187434555,179,12,idp_out_camp,idp_out_camp_al.mahmoudiya
7583,Al-Mahmoudiya,Hoor Rajab,??? ???,33.19381632,44.41457366,Al-Rasheed,al.mahmoudiya,baghdad,955,0.021989529,21,6,idp_out_camp,idp_out_camp_al.mahmoudiya
7587,Al-Mahmoudiya,Al Radwania,????? ?????????,33.14601121,44.29942013,Al-Rasheed,al.mahmoudiya,baghdad,955,0.062827225,60,18,idp_out_camp,idp_out_camp_al.mahmoudiya
29523,Al-Mahmoudiya,Hay Al Shuhada(Al kragolyia),?? ???????(?????????),33.06663345,44.23348447,Al-Yousifya,al.mahmoudiya,baghdad,955,0.015706806,15,6,idp_out_camp,idp_out_camp_al.mahmoudiya
27252,Al-Mahmoudiya,Hay Al Rasul,?? ??????,33.04667553,44.35823423,Markaz Al-Mahmoudiya,al.mahmoudiya,baghdad,955,0.009424084,9,6,idp_out_camp,idp_out_camp_al.mahmoudiya
24194,Al-Khalis,Dalli Abass-Al-Dhobat Qtr,??? ????-?? ??????,34.07345133,44.85486611,Al-Mansouriyah,al.khalis,diyala,732,0.034153005,25,6,idp_out_camp,idp_out_camp_al.khalis
25036,Al-Khalis,Hibhib-Al Shohadaa Qtr,????-?? ???????,33.78024649,44.51435203,Hibhib,al.khalis,diyala,732,0.051912568,38,6,idp_out_camp,idp_out_camp_al.khalis
10445,Al-Khalis,Markaz Hibhib,???? ????,33.78385382,44.5147,Hibhib,al.khalis,diyala,732,0.148907104,109,24,idp_out_camp,idp_out_camp_al.khalis
25032,Al-Khalis,Hibhib-Al Askary Qtr,???? ???????,33.78239452,44.51642267,Hibhib,al.khalis,diyala,732,0.017759563,13,6,idp_out_camp,idp_out_camp_al.khalis
25027,Al-Khalis,Hibhib-Al Asry Qtr,???? ??????,33.78093491,44.51431992,Hibhib,al.khalis,diyala,732,0.016393443,12,6,idp_out_camp,idp_out_camp_al.khalis
25815,Al-Khalis,Al Hadid-Al Benook Qtr,??????-?? ??????,33.76017127,44.55013006,Hibhib,al.khalis,diyala,732,0.027322404,20,6,idp_out_camp,idp_out_camp_al.khalis
22041,Al-Khalis,Al Qadissiya Qtr,?? ????????,33.78479677,44.50173849,Hibhib,al.khalis,diyala,732,0.054644809,40,6,idp_out_camp,idp_out_camp_al.khalis
11195,Al-Khalis,Al Ghalbiya,????????,33.73158221,44.4798689,Hibhib,al.khalis,diyala,732,0.080601093,59,6,idp_out_camp,idp_out_camp_al.khalis
25814,Al-Khalis,Al Hadid Old,?????? ???????,33.76917611,44.55980974,Hibhib,al.khalis,diyala,732,0.027322404,20,12,idp_out_camp,idp_out_camp_al.khalis
11206,Al-Khalis,Hawaish Village,???? ??????,33.68388191,44.42372425,Hibhib,al.khalis,diyala,732,0.009562842,7,6,idp_out_camp,idp_out_camp_al.khalis
11425,Al-Khalis,Jadidat Al Shat village,???? ????? ????,33.6419951,44.42236362,Hibhib,al.khalis,diyala,732,0.081967213,60,12,idp_out_camp,idp_out_camp_al.khalis
11463,Baquba,Had Mekser,?? ????,33.84365721,44.64439696,Beni Saad,baquba,diyala,3702,0.01269584,47,12,idp_out_camp,idp_out_camp_baquba
11411,Baquba,Al Sabtiyah village,???? ???????,33.78342225,44.62301762,Beni Saad,baquba,diyala,3702,0.010264722,38,6,idp_out_camp,idp_out_camp_baquba
23740,Baquba,Al Hawidar,???????,33.77258785,44.62592738,Beni Saad,baquba,diyala,3702,0.008373852,31,6,idp_out_camp,idp_out_camp_baquba
24915,Baquba,Al Gatoon-Al rahma,???????-??????,33.75714188,44.60148087,Beni Saad,baquba,diyala,3702,0.113452188,420,6,idp_out_camp,idp_out_camp_baquba
24805,Baquba,Al Gatoon-Al Yarmook Qtr,???????-?? ???????,33.72419303,44.6079515,Beni Saad,baquba,diyala,3702,0.18719611,693,12,idp_out_camp,idp_out_camp_baquba
11189,Baquba,Al Mafraq,??????,33.74319557,44.6104473,Beni Saad,baquba,diyala,3702,0.06915181,256,12,idp_out_camp,idp_out_camp_baquba
24914,Baquba,Um Al Edam Village,???? ?? ??????,33.71895833,44.62231116,Beni Saad,baquba,diyala,3702,0.008373852,31,6,idp_out_camp,idp_out_camp_baquba
11177,Baquba,Al Gatoon-Al Mujama Qtr,???????-?? ??????,33.75767092,44.58205894,Beni Saad,baquba,diyala,3702,0.022960562,85,6,idp_out_camp,idp_out_camp_baquba
24917,Baquba,Al Sadah Village,???? ?????? ,33.48143074,44.52537636,Beni Saad,baquba,diyala,3702,0.003511615,13,6,idp_out_camp,idp_out_camp_baquba
23694,Baquba,Al Intesar-1 Qtr,?? ???????? 1,33.58422006,44.55428868,Beni Saad,baquba,diyala,3702,0.018098325,67,6,idp_out_camp,idp_out_camp_baquba
11178,Baquba,Al Tahreer,???????,33.73856555,44.64968108,Buhriz,baquba,diyala,3702,0.098595354,365,6,idp_out_camp,idp_out_camp_baquba
11250,Baquba,Al Dawasir Qtr,?? ???????,33.7012487,44.65803445,Buhriz,baquba,diyala,3702,0.008103728,30,6,idp_out_camp,idp_out_camp_baquba
25042,Baquba,Sesbana Village,???? ???????,33.68877239,44.82864561,Kanan,baquba,diyala,3702,0.004051864,15,6,idp_out_camp,idp_out_camp_baquba
25257,Khanaqin,Bakhtiari Qtr,?? ???????,34.31442726,45.35651784,Markaz Khanaqin,khanaqin,diyala,1806,0.212624585,384,30,idp_out_camp,idp_out_camp_khanaqin
24312,Khanaqin,Imam Abass Qtr,?? ???? ????,34.34230051,45.36063392,Markaz Khanaqin,khanaqin,diyala,1806,0.088039867,159,6,idp_out_camp,idp_out_camp_khanaqin
24403,Khanaqin,darwish village,???? ?????,34.39173275,45.30702866,Markaz Khanaqin,khanaqin,diyala,1806,0.003875969,7,6,idp_out_camp,idp_out_camp_khanaqin
24351,Khanaqin,Mazrah Qtr,?? ?????,34.34415943,45.3888891,Markaz Khanaqin,khanaqin,diyala,1806,0.022702104,41,6,idp_out_camp,idp_out_camp_khanaqin
25247,Khanaqin,Rapren-1 Qtr,?? ??????-1,34.32011997,45.38204111,Markaz Khanaqin,khanaqin,diyala,1806,0.019379845,35,6,idp_out_camp,idp_out_camp_khanaqin
10666,Khanaqin,Jibraoh village,???? ??????,34.30690846,45.3884229,Markaz Khanaqin,khanaqin,diyala,1806,0.016611296,30,6,idp_out_camp,idp_out_camp_khanaqin
24393,Khanaqin,Zurab village,???? ?????,34.35205123,45.34729711,Markaz Khanaqin,khanaqin,diyala,1806,0.023255814,42,12,idp_out_camp,idp_out_camp_khanaqin
11047,Khanaqin,Tula Frosh Qtr,?? ???? ????,34.35788763,45.37631834,Markaz Khanaqin,khanaqin,diyala,1806,0.11627907,210,6,idp_out_camp,idp_out_camp_khanaqin
24354,Khanaqin,Al Askari Qtr,?? ?????,34.34024972,45.40024431,Markaz Khanaqin,khanaqin,diyala,1806,0.027685493,50,6,idp_out_camp,idp_out_camp_khanaqin
24405,Khanaqin,aldarawsha village,???? ????????,34.36014375,45.22063411,Markaz Khanaqin,khanaqin,diyala,1806,0.004429679,8,6,idp_out_camp,idp_out_camp_khanaqin
10403,Khanaqin,Salih Agha village,???? ???? ???,34.5746093,45.3412701,Qaratu,khanaqin,diyala,1806,0.071982281,130,12,idp_out_camp,idp_out_camp_khanaqin
3903,Kifri,Kulajo,????,34.4647981,45.1647359,Jabarra,kifri,diyala,2188,0.128427788,281,6,idp_out_camp,idp_out_camp_kifri
6000,Kifri,Shaykh Lankar,??? ????,34.5555857,45.2481505,Jabarra,kifri,diyala,2188,0.08820841,193,12,idp_out_camp,idp_out_camp_kifri
25429,Kifri,Markaz Jabara,?????,34.59153193,44.93544045,Jabarra,kifri,diyala,2188,0.061700183,135,12,idp_out_camp,idp_out_camp_kifri
33394,Kifri,shahidan,??????,34.6841669,44.9520007,Jabarra,kifri,diyala,2188,0.021480804,47,6,idp_out_camp,idp_out_camp_kifri
28430,Kifri,raparin,??????,34.6795417,44.9548963,Jabarra,kifri,diyala,2188,0.030621572,67,6,idp_out_camp,idp_out_camp_kifri
28427,Kifri,Hawari new,????? ???,34.6906938,44.9505876,Jabarra,kifri,diyala,2188,0.035648995,78,6,idp_out_camp,idp_out_camp_kifri
28429,Kifri,shoresh,????,34.6865702,44.9527278,Jabarra,kifri,diyala,2188,0.024680073,54,6,idp_out_camp,idp_out_camp_kifri
31930,Kifri,Sangaw,?????,34.66792962,45.2251869,Markaz Kifri,kifri,diyala,2188,0.084095064,184,6,idp_out_camp,idp_out_camp_kifri
6161,Kifri,Shakal,?????,34.66556899,45.2202165,Markaz Kifri,kifri,diyala,2188,0.091407678,200,6,idp_out_camp,idp_out_camp_kifri
28424,Kifri,mamostayan,??????????,34.6897689,44.9563149,Markaz Kifri,kifri,diyala,2188,0.015996344,35,6,idp_out_camp,idp_out_camp_kifri
11023,Kifri,sar qala,???????,34.7427975,45.0653236,Markaz Kifri,kifri,diyala,2188,0.058500914,128,6,idp_out_camp,idp_out_camp_kifri
28422,Kifri,awbrey,?????,34.7036343,44.968331,Markaz Kifri,kifri,diyala,2188,0.035191956,77,6,idp_out_camp,idp_out_camp_kifri
28428,Kifri,rezgari,??????,34.6936463,44.9614081,Markaz Kifri,kifri,diyala,2188,0.02559415,56,6,idp_out_camp,idp_out_camp_kifri
10592,Kifri,Qaratappa,??? ???,34.43031631,44.9289786,Qara Tabe,kifri,diyala,2188,0.052559415,115,6,idp_out_camp,idp_out_camp_kifri
23903,Al-Amadiya,Kaniya Mala,????? ????,37.10090442,43.4951567,Markaz Al-Amadiya,al.amadiya,duhok,507,0.049309665,25,12,idp_out_camp,idp_out_camp_al.amadiya
8171,Al-Amadiya,Aradin,?????,37.10861067,43.31982766,Sarsank,al.amadiya,duhok,507,0.013806706,7,6,idp_out_camp,idp_out_camp_al.amadiya
8335,Al-Amadiya,Spindare,????????,36.97084612,43.3169068,Sarsank,al.amadiya,duhok,507,0.037475345,19,6,idp_out_camp,idp_out_camp_al.amadiya
7770,Al-Amadiya,Chamanke,??????,36.9379561,43.4127922,Sarsank,al.amadiya,duhok,507,0.191321499,97,24,idp_out_camp,idp_out_camp_al.amadiya
7768,Al-Amadiya,Mizi Village,???? ????,36.94530948,43.39186787,Sarsank,al.amadiya,duhok,507,0.102564103,52,12,idp_out_camp,idp_out_camp_al.amadiya
27120,Al-Amadiya,Nahla Area,????? ????,36.86370972,43.69317721,Sarsank,al.amadiya,duhok,507,0.088757396,45,6,idp_out_camp,idp_out_camp_al.amadiya
7867,Al-Amadiya,Sikreen,?????,37.03908289,43.27967089,Sarsank,al.amadiya,duhok,507,0.013806706,7,6,idp_out_camp,idp_out_camp_al.amadiya
7862,Al-Amadiya,Qadish Collective,???,37.10053202,43.38539942,Sarsank,al.amadiya,duhok,507,0.027613412,14,6,idp_out_camp,idp_out_camp_al.amadiya
7896,Al-Amadiya,Benata,??????,37.08602186,43.37602869,Sarsank,al.amadiya,duhok,507,0.01183432,6,6,idp_out_camp,idp_out_camp_al.amadiya
7835,Al-Amadiya,Sarsink,?????,37.03931455,43.34292255,Sarsank,al.amadiya,duhok,507,0.136094675,69,12,idp_out_camp,idp_out_camp_al.amadiya
26047,Duhok,Botan,?????,36.87030083,42.9719216,Markaz Duhok,duhok,duhok,5152,0.016886646,87,12,idp_out_camp,idp_out_camp_duhok
24092,Duhok,Masik-1,????? 1,36.8811634,42.94833432,Markaz Duhok,duhok,duhok,5152,0.031638199,163,6,idp_out_camp,idp_out_camp_duhok
23711,Duhok,Gali Dohuk,??? ????,36.86387487,43.00612433,Markaz Duhok,duhok,duhok,5152,0.004076087,21,6,idp_out_camp,idp_out_camp_duhok
21509,Duhok,Kari Basi,??? ????,36.86809225,42.99187388,Markaz Duhok,duhok,duhok,5152,0.034743789,179,12,idp_out_camp,idp_out_camp_duhok
8867,Duhok,Zeri Land,??? ????,36.87028339,42.95867599,Markaz Duhok,duhok,duhok,5152,0.097826087,504,6,idp_out_camp,idp_out_camp_duhok
21971,Duhok,Shorash (Al Jamyah),???? (???????),36.87048266,42.99201547,Markaz Duhok,duhok,duhok,5152,0.024456522,126,6,idp_out_camp,idp_out_camp_duhok
26052,Duhok,Bintika,??????,36.84552054,43.00882806,Markaz Duhok,duhok,duhok,5152,0.005046584,26,6,idp_out_camp,idp_out_camp_duhok
24186,Duhok,Zirka,????,36.87113012,42.9301075,Markaz Duhok,duhok,duhok,5152,0.023680124,122,6,idp_out_camp,idp_out_camp_duhok
7945,Duhok,Baroshke,??????,36.85521913,43.02227054,Markaz Duhok,duhok,duhok,5152,0.052600932,271,18,idp_out_camp,idp_out_camp_duhok
24628,Duhok,Etit,?????,36.84470408,43.08233021,Zawita,duhok,duhok,5152,0.041149068,212,6,idp_out_camp,idp_out_camp_duhok
8687,Duhok,Bablu,?????,36.8763063,43.12508353,Zawita,duhok,duhok,5152,0.009704969,50,6,idp_out_camp,idp_out_camp_duhok
7949,Duhok,Eminke,??????,36.85985898,43.09515691,Zawita,duhok,duhok,5152,0.024456522,126,6,idp_out_camp,idp_out_camp_duhok
25898,Duhok,Avrike,??????,36.83176403,43.11903998,Zawita,duhok,duhok,5152,0.04076087,210,6,idp_out_camp,idp_out_camp_duhok
8044,Sumail,Bajit Kandala,???? ?????,37.04725789,42.45105377,Bateel,sumail,duhok,13647,0.006375027,87,6,idp_out_camp,idp_out_camp_sumail
24596,Sumail,Tanahi,?????,36.86240581,42.90319996,Markaz Sumail,sumail,duhok,13647,0.016340588,223,6,idp_out_camp,idp_out_camp_sumail
27125,Sumail,Old Qasr Yazddin,???????? ?????,36.82102052,42.80731936,Markaz Sumail,sumail,duhok,13647,0.011431084,156,6,idp_out_camp,idp_out_camp_sumail
24800,Sumail,Avro City,???? ????,36.85742887,42.90769701,Markaz Sumail,sumail,duhok,13647,0.076353777,1042,6,idp_out_camp,idp_out_camp_sumail
8873,Sumail,Misereek,??????,36.86255038,42.80520153,Markaz Sumail,sumail,duhok,13647,0.068586503,936,6,idp_out_camp,idp_out_camp_sumail
29614,Sumail,Kar City,??? ???,36.89144536,42.79901263,Markaz Sumail,sumail,duhok,13647,0.010844874,148,6,idp_out_camp,idp_out_camp_sumail
7989,Sumail,Seje,????,36.91326388,42.88533819,Markaz Sumail,sumail,duhok,13647,0.036491537,498,12,idp_out_camp,idp_out_camp_sumail
25622,Sumail,Moaskar Domiz,????? ?????,36.78763716,42.90502026,Sindi,sumail,duhok,13647,0.026672529,364,12,idp_out_camp,idp_out_camp_sumail
8369,Sumail,Shariya,?????,36.78613016,42.97378716,Sindi,sumail,duhok,13647,0.287975379,3930,36,idp_out_camp,idp_out_camp_sumail
8800,Sumail,Kherava,??????,36.77553199,42.78317992,Sindi,sumail,duhok,13647,0.02051733,280,6,idp_out_camp,idp_out_camp_sumail
27124,Sumail,New Zinya,????? ?????,36.78585152,42.78014831,Sindi,sumail,duhok,13647,0.03048289,416,6,idp_out_camp,idp_out_camp_sumail
32029,Zakho,Rkawa Sector,???? ?????,37.14479623,42.68527911,Dercar,zakho,duhok,8473,0.020653842,175,6,idp_out_camp,idp_out_camp_zakho
32033,Zakho,Kochka Honari,???? ????? ??????,37.16704305,42.68757245,Dercar,zakho,duhok,8473,0.101498879,860,6,idp_out_camp,idp_out_camp_zakho
32030,Zakho,Shabaniya Sector,???? ???????,37.14830789,42.68457356,Dercar,zakho,duhok,8473,0.090286793,765,6,idp_out_camp,idp_out_camp_zakho
32024,Zakho,Ashe Chami Sector,???? ??? ???,37.14905058,42.67507105,Dercar,zakho,duhok,8473,0.043786144,371,6,idp_out_camp,idp_out_camp_zakho
32028,Zakho,Khrababka Sector,???? ????????,37.14817588,42.74712896,Markaz Zakho,zakho,duhok,8473,0.095715803,811,24,idp_out_camp,idp_out_camp_zakho
32032,Zakho,Firqa Sector,???? ????,37.15799712,42.70888115,Markaz Zakho,zakho,duhok,8473,0.101380857,859,12,idp_out_camp,idp_out_camp_zakho
32027,Zakho,Bedar Sector,???? ?????,37.14667665,42.6455226,Markaz Zakho,zakho,duhok,8473,0.137613596,1166,18,idp_out_camp,idp_out_camp_zakho
32031,Zakho,Abasiya Sector,???? ??????,37.14531861,42.7077838,Markaz Zakho,zakho,duhok,8473,0.11365514,963,24,idp_out_camp,idp_out_camp_zakho
25992,Zakho,Diraboon,??????,37.08555153,42.42724897,Markaz Zakho,zakho,duhok,8473,0.06951493,589,6,idp_out_camp,idp_out_camp_zakho
8620,Zakho,Qarawla,?????,37.12356417,42.43683536,Markaz Zakho,zakho,duhok,8473,0.001888351,16,6,idp_out_camp,idp_out_camp_zakho
20980,Erbil,Ainkawa(108),108 ??????,36.24349834,43.983621,Markaz Erbil,erbil,erbil,31104,0.023115998,719,6,idp_out_camp,idp_out_camp_erbil
13685,Erbil,Andazyaran,?? ?????????,36.2005896,44.1217624,Markaz Erbil,erbil,erbil,31104,0.013117284,408,6,idp_out_camp,idp_out_camp_erbil
25973,Erbil,Harem,????,36.11937226,44.0630427,Markaz Erbil,erbil,erbil,31104,0.002925669,91,12,idp_out_camp,idp_out_camp_erbil
24308,Erbil,Zaiton Collective,???? ?????,36.13702177,44.0659664,Markaz Erbil,erbil,erbil,31104,0.050797325,1580,6,idp_out_camp,idp_out_camp_erbil
12826,Erbil,Mamzawa,???????,36.11909237,43.963592,Markaz Erbil,erbil,erbil,31104,0.047614455,1481,18,idp_out_camp,idp_out_camp_erbil
25727,Erbil,Kani Qarzhala,???? ??????,36.2067298,43.8592122,Markaz Erbil,erbil,erbil,31104,0.006526492,203,6,idp_out_camp,idp_out_camp_erbil
33883,Erbil,Nazimawa,???????,36.11368557,43.95286573,Markaz Erbil,erbil,erbil,31104,0.01244213,387,6,idp_out_camp,idp_out_camp_erbil
21899,Erbil,Rizgari,??????,36.2797368,43.7341817,Markaz Erbil,erbil,erbil,31104,0.021476337,668,12,idp_out_camp,idp_out_camp_erbil
27214,Erbil,Shorsh(Malayan),????(??????),36.213827,44.02088648,Markaz Erbil,erbil,erbil,31104,0.006526492,203,6,idp_out_camp,idp_out_camp_erbil
20997,Erbil,Runaki,??????,36.16957159,44.01818971,Markaz Erbil,erbil,erbil,31104,0.003247171,101,6,idp_out_camp,idp_out_camp_erbil
20790,Erbil,Havalan,??????,36.1898498,44.04897347,Markaz Erbil,erbil,erbil,31104,0.009484311,295,6,idp_out_camp,idp_out_camp_erbil
33878,Erbil,Mizori,?????,35.9961654,44.0386959,Qushtappa,erbil,erbil,31104,0.007716049,240,6,idp_out_camp,idp_out_camp_erbil
25630,Erbil,Kawa Collective,???? ????,35.9790143,44.0373527,Qushtappa,erbil,erbil,31104,0.027970679,870,6,idp_out_camp,idp_out_camp_erbil
24598,Koysinjaq,Azady,?????,36.0848782,44.6389829,Markaz Koysinjaq,koysinjaq,erbil,587,0.102214651,60,24,idp_out_camp,idp_out_camp_koysinjaq
27222,Koysinjaq,Nawdaran,????????,36.0572663,44.6371874,Markaz Koysinjaq,koysinjaq,erbil,587,0.025553663,15,12,idp_out_camp,idp_out_camp_koysinjaq
24597,Koysinjaq,Bazar koya(Bafri qndeel),????? ????(???? ?????),36.083679,44.6287855,Markaz Koysinjaq,koysinjaq,erbil,587,0.102214651,60,18,idp_out_camp,idp_out_camp_koysinjaq
12371,Koysinjaq,Bayizagha,???????,36.0874678,44.629339,Markaz Koysinjaq,koysinjaq,erbil,587,0.093696763,55,18,idp_out_camp,idp_out_camp_koysinjaq
24484,Koysinjaq,Armota,??????,36.0681566,44.6072378,Markaz Koysinjaq,koysinjaq,erbil,587,0.042589438,25,6,idp_out_camp,idp_out_camp_koysinjaq
23280,Koysinjaq,Qalat,????,36.0863765,44.6269879,Markaz Koysinjaq,koysinjaq,erbil,587,0.161839864,95,18,idp_out_camp,idp_out_camp_koysinjaq
33885,Koysinjaq,Sarbasti,??????,35.8920885,44.5878719,Taq Taq,koysinjaq,erbil,587,0.090289608,53,6,idp_out_camp,idp_out_camp_koysinjaq
11887,Koysinjaq,Taqtaq,????,35.8872085,44.5837756,Taq Taq,koysinjaq,erbil,587,0.166950596,98,12,idp_out_camp,idp_out_camp_koysinjaq
13141,Rawanduz,Soran District,???? ???? ?????,36.6552912,44.5406644,Diana,rawanduz,erbil,407,0.577395577,235,60,idp_out_camp,idp_out_camp_rawanduz
31780,Rawanduz,Delzyan,??????,36.6681032,44.5273977,Diana,rawanduz,erbil,407,0.029484029,12,12,idp_out_camp,idp_out_camp_rawanduz
27199,Rawanduz,kawrarash,?????,36.6093691,44.4027153,Khailfan,rawanduz,erbil,407,0.024570025,10,6,idp_out_camp,idp_out_camp_rawanduz
27198,Rawanduz,Hay mameel al qeer,?? ???? ?????,36.5919395,44.3860076,Khailfan,rawanduz,erbil,407,0.024570025,10,6,idp_out_camp,idp_out_camp_rawanduz
12277,Rawanduz,Khalifan(center),????(??????),36.6098454,44.4056227,Khailfan,rawanduz,erbil,407,0.051597052,21,6,idp_out_camp,idp_out_camp_rawanduz
12597,Rawanduz,Rawanduz District,???? ???????,36.61405134,44.5269909,Markaz Rawanduz,rawanduz,erbil,407,0.098280098,40,6,idp_out_camp,idp_out_camp_rawanduz
27200,Rawanduz,Hamya,?????,36.6221652,44.5447272,Markaz Rawanduz,rawanduz,erbil,407,0.029484029,12,6,idp_out_camp,idp_out_camp_rawanduz
27225,Rawanduz,Markaz Mergasur,???? ???????,36.8353167,44.3131953,Mergasur,rawanduz,erbil,407,0.085995086,35,12,idp_out_camp,idp_out_camp_rawanduz
13372,Shaqlawa,Harir-Batas,????-?????,36.5603397,44.33427473,Harir,shaqlawa,erbil,852,0.041079812,35,6,idp_out_camp,idp_out_camp_shaqlawa
12172,Shaqlawa,Harir,????,36.5502052,44.3453688,Harir,shaqlawa,erbil,852,0.146713615,125,12,idp_out_camp,idp_out_camp_shaqlawa
12079,Shaqlawa,Hiran,????? ,36.2772151,44.49314569,Khoshnaw,shaqlawa,erbil,852,0.071596244,61,6,idp_out_camp,idp_out_camp_shaqlawa
12948,Shaqlawa,Sarmidan-1(Ashti),??????? 1(????),36.4129364,44.3029433,Khoshnaw,shaqlawa,erbil,852,0.096244131,82,18,idp_out_camp,idp_out_camp_shaqlawa
23698,Shaqlawa,Sabirawa,????????,36.4015164,44.3458974,Khoshnaw,shaqlawa,erbil,852,0.085680751,73,6,idp_out_camp,idp_out_camp_shaqlawa
23713,Shaqlawa,Betrma,??????,36.3946488,44.3424598,Khoshnaw,shaqlawa,erbil,852,0.105633803,90,18,idp_out_camp,idp_out_camp_shaqlawa
12957,Shaqlawa,Spigra,???????,36.3829007,44.3770004,Khoshnaw,shaqlawa,erbil,852,0.029342723,25,12,idp_out_camp,idp_out_camp_shaqlawa
