Place.id,strata_id,Location.name.in.English,Location.name.in.Arabic,Latitude,Longitude,COD_Subdistrict,district_mcna,governorate_mcna
25815,Al-Khalis,Al Hadid-Al Benook Qtr,??????-?? ??????,33.76017127,44.55013006,Hibhib,al.khalis,diyala
22041,Al-Khalis,Al Qadissiya Qtr,?? ????????,33.78479677,44.50173849,Hibhib,al.khalis,diyala
11195,Al-Khalis,Al Ghalbiya,????????,33.73158221,44.4798689,Hibhib,al.khalis,diyala
25814,Al-Khalis,Al Hadid Old,?????? ???????,33.76917611,44.55980974,Hibhib,al.khalis,diyala
11206,Al-Khalis,Hawaish Village,???? ??????,33.68388191,44.42372425,Hibhib,al.khalis,diyala
11425,Al-Khalis,Jadidat Al Shat village,???? ????? ????,33.6419951,44.42236362,Hibhib,al.khalis,diyala
11463,Baquba,Had Mekser,?? ????,33.84365721,44.64439696,Beni Saad,baquba,diyala
11411,Baquba,Al Sabtiyah village,???? ???????,33.78342225,44.62301762,Beni Saad,baquba,diyala
23740,Baquba,Al Hawidar,???????,33.77258785,44.62592738,Beni Saad,baquba,diyala
24915,Baquba,Al Gatoon-Al rahma,???????-??????,33.75714188,44.60148087,Beni Saad,baquba,diyala
24805,Baquba,Al Gatoon-Al Yarmook Qtr,???????-?? ???????,33.72419303,44.6079515,Beni Saad,baquba,diyala
11189,Baquba,Al Mafraq,??????,33.74319557,44.6104473,Beni Saad,baquba,diyala
24914,Baquba,Um Al Edam Village,???? ?? ??????,33.71895833,44.62231116,Beni Saad,baquba,diyala
11177,Baquba,Al Gatoon-Al Mujama Qtr,???????-?? ??????,33.75767092,44.58205894,Beni Saad,baquba,diyala
24917,Baquba,Al Sadah Village,???? ?????? ,33.48143074,44.52537636,Beni Saad,baquba,diyala
23694,Baquba,Al Intesar-1 Qtr,?? ???????? 1,33.58422006,44.55428868,Beni Saad,baquba,diyala
11178,Baquba,Al Tahreer,???????,33.73856555,44.64968108,Buhriz,baquba,diyala
11250,Baquba,Al Dawasir Qtr,?? ???????,33.7012487,44.65803445,Buhriz,baquba,diyala
25042,Baquba,Sesbana Village,???? ???????,33.68877239,44.82864561,Kanan,baquba,diyala
25257,Khanaqin,Bakhtiari Qtr,?? ???????,34.31442726,45.35651784,Markaz Khanaqin,khanaqin,diyala
24312,Khanaqin,Imam Abass Qtr,?? ???? ????,34.34230051,45.36063392,Markaz Khanaqin,khanaqin,diyala
24403,Khanaqin,darwish village,???? ?????,34.39173275,45.30702866,Markaz Khanaqin,khanaqin,diyala
24351,Khanaqin,Mazrah Qtr,?? ?????,34.34415943,45.3888891,Markaz Khanaqin,khanaqin,diyala
25247,Khanaqin,Rapren-1 Qtr,?? ??????-1,34.32011997,45.38204111,Markaz Khanaqin,khanaqin,diyala
10666,Khanaqin,Jibraoh village,???? ??????,34.30690846,45.3884229,Markaz Khanaqin,khanaqin,diyala
24393,Khanaqin,Zurab village,???? ?????,34.35205123,45.34729711,Markaz Khanaqin,khanaqin,diyala
11047,Khanaqin,Tula Frosh Qtr,?? ???? ????,34.35788763,45.37631834,Markaz Khanaqin,khanaqin,diyala
24354,Khanaqin,Al Askari Qtr,?? ?????,34.34024972,45.40024431,Markaz Khanaqin,khanaqin,diyala
24405,Khanaqin,aldarawsha village,???? ????????,34.36014375,45.22063411,Markaz Khanaqin,khanaqin,diyala
10403,Khanaqin,Salih Agha village,???? ???? ???,34.5746093,45.3412701,Qaratu,khanaqin,diyala
3903,Kifri,Kulajo,????,34.4647981,45.1647359,Jabarra,kifri,diyala
6000,Kifri,Shaykh Lankar,??? ????,34.5555857,45.2481505,Jabarra,kifri,diyala
25429,Kifri,Markaz Jabara,?????,34.59153193,44.93544045,Jabarra,kifri,diyala
33394,Kifri,shahidan,??????,34.6841669,44.9520007,Jabarra,kifri,diyala
28430,Kifri,raparin,??????,34.6795417,44.9548963,Jabarra,kifri,diyala
28427,Kifri,Hawari new,????? ???,34.6906938,44.9505876,Jabarra,kifri,diyala
28429,Kifri,shoresh,????,34.6865702,44.9527278,Jabarra,kifri,diyala
31930,Kifri,Sangaw,?????,34.66792962,45.2251869,Markaz Kifri,kifri,diyala
6161,Kifri,Shakal,?????,34.66556899,45.2202165,Markaz Kifri,kifri,diyala
28424,Kifri,mamostayan,??????????,34.6897689,44.9563149,Markaz Kifri,kifri,diyala
11023,Kifri,sar qala,???????,34.7427975,45.0653236,Markaz Kifri,kifri,diyala
28422,Kifri,awbrey,?????,34.7036343,44.968331,Markaz Kifri,kifri,diyala
28428,Kifri,rezgari,??????,34.6936463,44.9614081,Markaz Kifri,kifri,diyala
10592,Kifri,Qaratappa,??? ???,34.43031631,44.9289786,Qara Tabe,kifri,diyala
23903,Al-Amadiya,Kaniya Mala,????? ????,37.10090442,43.4951567,Markaz Al-Amadiya,al.amadiya,duhok
8171,Al-Amadiya,Aradin,?????,37.10861067,43.31982766,Sarsank,al.amadiya,duhok
8335,Al-Amadiya,Spindare,????????,36.97084612,43.3169068,Sarsank,al.amadiya,duhok
7770,Al-Amadiya,Chamanke,??????,36.9379561,43.4127922,Sarsank,al.amadiya,duhok
7768,Al-Amadiya,Mizi Village,???? ????,36.94530948,43.39186787,Sarsank,al.amadiya,duhok
27120,Al-Amadiya,Nahla Area,????? ????,36.86370972,43.69317721,Sarsank,al.amadiya,duhok
7867,Al-Amadiya,Sikreen,?????,37.03908289,43.27967089,Sarsank,al.amadiya,duhok
7862,Al-Amadiya,Qadish Collective,???,37.10053202,43.38539942,Sarsank,al.amadiya,duhok
7896,Al-Amadiya,Benata,??????,37.08602186,43.37602869,Sarsank,al.amadiya,duhok
7835,Al-Amadiya,Sarsink,?????,37.03931455,43.34292255,Sarsank,al.amadiya,duhok
26047,Duhok,Botan,?????,36.87030083,42.9719216,Markaz Duhok,duhok,duhok
24092,Duhok,Masik-1,????? 1,36.8811634,42.94833432,Markaz Duhok,duhok,duhok
23711,Duhok,Gali Dohuk,??? ????,36.86387487,43.00612433,Markaz Duhok,duhok,duhok
21509,Duhok,Kari Basi,??? ????,36.86809225,42.99187388,Markaz Duhok,duhok,duhok
8867,Duhok,Zeri Land,??? ????,36.87028339,42.95867599,Markaz Duhok,duhok,duhok
21971,Duhok,Shorash (Al Jamyah),???? (???????),36.87048266,42.99201547,Markaz Duhok,duhok,duhok
26052,Duhok,Bintika,??????,36.84552054,43.00882806,Markaz Duhok,duhok,duhok
24186,Duhok,Zirka,????,36.87113012,42.9301075,Markaz Duhok,duhok,duhok
7945,Duhok,Baroshke,??????,36.85521913,43.02227054,Markaz Duhok,duhok,duhok
24628,Duhok,Etit,?????,36.84470408,43.08233021,Zawita,duhok,duhok
8687,Duhok,Bablu,?????,36.8763063,43.12508353,Zawita,duhok,duhok
7949,Duhok,Eminke,??????,36.85985898,43.09515691,Zawita,duhok,duhok
25898,Duhok,Avrike,??????,36.83176403,43.11903998,Zawita,duhok,duhok
8044,Sumail,Bajit Kandala,???? ?????,37.04725789,42.45105377,Bateel,sumail,duhok
24596,Sumail,Tanahi,?????,36.86240581,42.90319996,Markaz Sumail,sumail,duhok
27125,Sumail,Old Qasr Yazddin,???????? ?????,36.82102052,42.80731936,Markaz Sumail,sumail,duhok
24800,Sumail,Avro City,???? ????,36.85742887,42.90769701,Markaz Sumail,sumail,duhok
8873,Sumail,Misereek,??????,36.86255038,42.80520153,Markaz Sumail,sumail,duhok
29614,Sumail,Kar City,??? ???,36.89144536,42.79901263,Markaz Sumail,sumail,duhok
7989,Sumail,Seje,????,36.91326388,42.88533819,Markaz Sumail,sumail,duhok
25622,Sumail,Moaskar Domiz,????? ?????,36.78763716,42.90502026,Sindi,sumail,duhok
8369,Sumail,Shariya,?????,36.78613016,42.97378716,Sindi,sumail,duhok
8800,Sumail,Kherava,??????,36.77553199,42.78317992,Sindi,sumail,duhok
27124,Sumail,New Zinya,????? ?????,36.78585152,42.78014831,Sindi,sumail,duhok
32029,Zakho,Rkawa Sector,???? ?????,37.14479623,42.68527911,Dercar,zakho,duhok
32033,Zakho,Kochka Honari,???? ????? ??????,37.16704305,42.68757245,Dercar,zakho,duhok
32030,Zakho,Shabaniya Sector,???? ???????,37.14830789,42.68457356,Dercar,zakho,duhok
32024,Zakho,Ashe Chami Sector,???? ??? ???,37.14905058,42.67507105,Dercar,zakho,duhok
32028,Zakho,Khrababka Sector,???? ????????,37.14817588,42.74712896,Markaz Zakho,zakho,duhok
32032,Zakho,Firqa Sector,???? ????,37.15799712,42.70888115,Markaz Zakho,zakho,duhok
32027,Zakho,Bedar Sector,???? ?????,37.14667665,42.6455226,Markaz Zakho,zakho,duhok
32031,Zakho,Abasiya Sector,???? ??????,37.14531861,42.7077838,Markaz Zakho,zakho,duhok
25992,Zakho,Diraboon,??????,37.08555153,42.42724897,Markaz Zakho,zakho,duhok
8620,Zakho,Qarawla,?????,37.12356417,42.43683536,Markaz Zakho,zakho,duhok
20980,Erbil,Ainkawa(108),108 ??????,36.24349834,43.983621,Markaz Erbil,erbil,erbil
13685,Erbil,Andazyaran,?? ?????????,36.2005896,44.1217624,Markaz Erbil,erbil,erbil
25973,Erbil,Harem,????,36.11937226,44.0630427,Markaz Erbil,erbil,erbil
24308,Erbil,Zaiton Collective,???? ?????,36.13702177,44.0659664,Markaz Erbil,erbil,erbil
12826,Erbil,Mamzawa,???????,36.11909237,43.963592,Markaz Erbil,erbil,erbil
25727,Erbil,Kani Qarzhala,???? ??????,36.2067298,43.8592122,Markaz Erbil,erbil,erbil
33883,Erbil,Nazimawa,???????,36.11368557,43.95286573,Markaz Erbil,erbil,erbil
21899,Erbil,Rizgari,??????,36.2797368,43.7341817,Markaz Erbil,erbil,erbil
27214,Erbil,Shorsh(Malayan),????(??????),36.213827,44.02088648,Markaz Erbil,erbil,erbil
20997,Erbil,Runaki,??????,36.16957159,44.01818971,Markaz Erbil,erbil,erbil
20790,Erbil,Havalan,??????,36.1898498,44.04897347,Markaz Erbil,erbil,erbil
33878,Erbil,Mizori,?????,35.9961654,44.0386959,Qushtappa,erbil,erbil
25630,Erbil,Kawa Collective,???? ????,35.9790143,44.0373527,Qushtappa,erbil,erbil
24598,Koysinjaq,Azady,?????,36.0848782,44.6389829,Markaz Koysinjaq,koysinjaq,erbil
27222,Koysinjaq,Nawdaran,????????,36.0572663,44.6371874,Markaz Koysinjaq,koysinjaq,erbil
24597,Koysinjaq,Bazar koya(Bafri qndeel),????? ????(???? ?????),36.083679,44.6287855,Markaz Koysinjaq,koysinjaq,erbil
12371,Koysinjaq,Bayizagha,???????,36.0874678,44.629339,Markaz Koysinjaq,koysinjaq,erbil
24484,Koysinjaq,Armota,??????,36.0681566,44.6072378,Markaz Koysinjaq,koysinjaq,erbil
23280,Koysinjaq,Qalat,????,36.0863765,44.6269879,Markaz Koysinjaq,koysinjaq,erbil
33885,Koysinjaq,Sarbasti,??????,35.8920885,44.5878719,Taq Taq,koysinjaq,erbil
11887,Koysinjaq,Taqtaq,????,35.8872085,44.5837756,Taq Taq,koysinjaq,erbil
13141,Rawanduz,Soran District,???? ???? ?????,36.6552912,44.5406644,Diana,rawanduz,erbil
31780,Rawanduz,Delzyan,??????,36.6681032,44.5273977,Diana,rawanduz,erbil
27199,Rawanduz,kawrarash,?????,36.6093691,44.4027153,Khailfan,rawanduz,erbil
27198,Rawanduz,Hay mameel al qeer,?? ???? ?????,36.5919395,44.3860076,Khailfan,rawanduz,erbil
12277,Rawanduz,Khalifan(center),????(??????),36.6098454,44.4056227,Khailfan,rawanduz,erbil
12597,Rawanduz,Rawanduz District,???? ???????,36.61405134,44.5269909,Markaz Rawanduz,rawanduz,erbil
27200,Rawanduz,Hamya,?????,36.6221652,44.5447272,Markaz Rawanduz,rawanduz,erbil
27225,Rawanduz,Markaz Mergasur,???? ???????,36.8353167,44.3131953,Mergasur,rawanduz,erbil
13372,Shaqlawa,Harir-Batas,????-?????,36.5603397,44.33427473,Harir,shaqlawa,erbil
12172,Shaqlawa,Harir,????,36.5502052,44.3453688,Harir,shaqlawa,erbil
12079,Shaqlawa,Hiran,????? ,36.2772151,44.49314569,Khoshnaw,shaqlawa,erbil
12948,Shaqlawa,Sarmidan-1(Ashti),??????? 1(????),36.4129364,44.3029433,Khoshnaw,shaqlawa,erbil
23698,Shaqlawa,Sabirawa,????????,36.4015164,44.3458974,Khoshnaw,shaqlawa,erbil
23713,Shaqlawa,Betrma,??????,36.3946488,44.3424598,Khoshnaw,shaqlawa,erbil
12957,Shaqlawa,Spigra,???????,36.3829007,44.3770004,Khoshnaw,shaqlawa,erbil
23741,Shaqlawa,Safeen,????,36.4035677,44.3126218,Khoshnaw,shaqlawa,erbil
23742,Shaqlawa,Shahedan,??????,36.4075659,44.3186095,Khoshnaw,shaqlawa,erbil
26060,Kerbela,Al Ameshea 2,???????? 2,32.65803488,44.05852714,Al-Hassainya,kerbela,kerbala
14167,Kerbela,Al-Abrahmeiah (Al hafed),??????????? (??????),32.66017843,44.14028872,Al-Hassainya,kerbela,kerbala
24285,Kerbela,Al-Safiya 2,??????? 2,32.65702365,44.0509545,Al-Hassainya,kerbela,kerbala
14037,Kerbela,Al-zabaylah,???????? ,32.60069416,44.1040392,Al-Hassainya,kerbela,kerbala
32057,Kerbela,Abu Tharr complex,???? ??? ??,32.54620523,44.08923593,Markaz Kerbela,kerbela,kerbala
25061,Kerbela,Al Hurr Al Sager,???? ??????,32.6524887,43.9948325,Markaz Kerbela,kerbela,kerbala
14324,Kerbela,Al Muamnen(Elegal),????? ????????,32.64302658,43.9779922,Markaz Kerbela,kerbela,kerbala
25262,Kerbela,Al Zohor,??????,32.59325,44.05294,Markaz Kerbela,kerbela,kerbala
27265,Kerbela,Shuihadaa Al Amam Ali,????? ?????? ??? 2,32.5719858,44.0210812,Markaz Kerbela,kerbela,kerbala
25780,Kerbela,Hay Al-Naser14,?? ?????14,32.5771676,44.00587049,Markaz Kerbela,kerbela,kerbala
25358,Kerbela,Al Salam-1,??????1,32.5876564,44.00071746,Markaz Kerbela,kerbela,kerbala
24137,Kerbela,Maitham Al Tammar,???? ?????? ,32.6180031,44.04344232,Markaz Kerbela,kerbela,kerbala
25869,Daquq,Hay Shoraw-1,?????? 1 ?????,35.07323983,44.50280738,Markaz Daquq,daquq,kirkuk
25739,Daquq,Laylan-Bash Bulaq village,???? ??? ?????,35.25255176,44.39470309,Markaz Daquq,daquq,kirkuk
14786,Daquq,Fareeq Awa,?? ???? ???,35.13463604,44.43721897,Markaz Daquq,daquq,kirkuk
33476,Daquq,Hay Al-Salam ( Daquq ),?? ?????? ( ????? ),35.15292917,44.44352438,Markaz Daquq,daquq,kirkuk
15110,Daquq,Hay Klisa 1,?? ????? 1,35.1603029,44.4443694,Markaz Daquq,daquq,kirkuk
21483,Daquq,Hay Nawroz ( Daquq),?? ????? ( ????? ),35.13885842,44.4397158,Markaz Daquq,daquq,kirkuk
21453,Daquq,Hay Ashti,?? ????,35.14922041,44.44050858,Markaz Daquq,daquq,kirkuk
33477,Daquq,Hay Runaki / Daquq,?? ?????? \ ?????,35.14833029,44.45463889,Markaz Daquq,daquq,kirkuk
14960,Daquq,Taza-Omer Bin Khattab,???? ??? ?? ??????,35.23892701,44.38953719,Markaz Daquq,daquq,kirkuk
14375,Dibis,Altun Kupri Center,???? ????? ????? ?????,35.75626625,44.13871317,Altun Qupri,dibis,kirkuk
15449,Dibis,Bajwan,???? ??????,35.54110409,44.28188016,Altun Qupri,dibis,kirkuk
15674,Dibis,Hay Al-Shuhadaa,?? ???????,35.6705349,44.06921792,Markaz Dibis,dibis,kirkuk
24632,Dibis,Hay Al Muaasker,?? ???????,35.66729671,44.0748884,Markaz Dibis,dibis,kirkuk
24631,Dibis,Hay Al Tanak,?? ?????,35.6605481,44.08992829,Markaz Dibis,dibis,kirkuk
21016,Kirkuk,Hay Al Nassir,?? ?????,35.42784533,44.4071896,Markaz Kirkuk,kirkuk,kirkuk
31729,Kirkuk,Hay Al-Askary 2,?? ??????? 2,35.4061092,44.41361086,Markaz Kirkuk,kirkuk,kirkuk
15550,Kirkuk,Hay Al-Urooba,?? ???????,35.4296511,44.39183605,Markaz Kirkuk,kirkuk,kirkuk
31726,Kirkuk,Al-Qadisssiya(Rabareen) first,?? ?????????-??????-(???????? ?????) ???,35.41471699,44.41914669,Markaz Kirkuk,kirkuk,kirkuk
31728,Kirkuk,Hay Al-Askary 1,?? ??????? 1,35.40713495,44.40463988,Markaz Kirkuk,kirkuk,kirkuk
24084,Kirkuk,Al Tadamon(Hawkari),?? ???????-???????-,35.41012372,44.38730494,Markaz Kirkuk,kirkuk,kirkuk
22296,Kirkuk,Hay Al Jamia-Mahalla 622,?? ???????-622,35.40793818,44.32673626,Taza Khormato,kirkuk,kirkuk
24453,Kirkuk,Al Takhi Village,???? ????,35.37670134,44.34932099,Taza Khormato,kirkuk,kirkuk
15648,Kirkuk,Al-Sayada Complex,???? ???????,35.3806587,44.33244497,Taza Khormato,kirkuk,kirkuk
23900,Kirkuk,Yaychi-Qaryat Turklan,???? ??????,35.38814883,44.27595199,Yaijy,kirkuk,kirkuk
20844,Al-Kahla,Hay Al Karar,?? ??????,31.84989086,47.1203488,Al-Msharah,al.kahla,maysan
16835,Al-Kahla,Hay 15 Sahaban,?? 15 ?????,31.84490493,47.13287912,Al-Msharah,al.kahla,maysan
15991,Al-Kahla,Hay Al Rasool,?? ??????,31.81918766,47.11993291,Al-Msharah,al.kahla,maysan
24808,Al-Kahla,Eye of Missan,???? ?????,31.88447879,47.16787029,Al-Msharah,al.kahla,maysan
22208,Al-Kahla,Al Salam,????? ??????-???? ???????,31.87811839,47.14734611,Al-Msharah,al.kahla,maysan
24532,Al-Kahla,Al Hay Al JameI,???? ???????,31.80705921,47.17830026,Al-Msharah,al.kahla,maysan
23622,Al-Kahla,Hay Al-Ameer,?? ??????,31.53134617,47.28924227,Markaz Al-Kahla,al.kahla,maysan
34009,Al-Baaj,Al Intisar,?? ????????,36.049594,41.71278,Markaz Al-Baaj,al.baaj,ninewa
34010,Al-Baaj,Al-Dubaat,?? ??????,36.042967,41.711898,Markaz Al-Baaj,al.baaj,ninewa
34014,Al-Baaj,Hateen,?? ????,36.04616,41.722867,Markaz Al-Baaj,al.baaj,ninewa
34013,Al-Baaj,Al Askari,?? ???????,36.038799,41.718269,Markaz Al-Baaj,al.baaj,ninewa
34012,Al-Baaj,Alqadisya,?? ????????,36.038939,41.714346,Markaz Al-Baaj,al.baaj,ninewa
34008,Al-Baaj,Al-Risalah,?? ???????,36.044509,41.714508,Markaz Al-Baaj,al.baaj,ninewa
18349,Al-Baaj,Al-Yarmuk,?? ???????,36.044635,41.720289,Markaz Al-Baaj,al.baaj,ninewa
34011,Al-Baaj,Al-Thawra,?? ??????,36.038552,41.711969,Markaz Al-Baaj,al.baaj,ninewa
25816,Al-Hamdaniya,Bishryan,??????,36.3098007,43.67426823,Markaz Al-Hamdaniya,al.hamdaniya,ninewa
24581,Al-Hamdaniya,Kalak,????,36.27122321,43.63670332,Markaz Al-Hamdaniya,al.hamdaniya,ninewa
33475,Al-Hamdaniya,Zangal,????,36.23354303,43.60799284,Markaz Al-Hamdaniya,al.hamdaniya,ninewa
12821,Al-Hamdaniya,Khabat,????,36.2768827,43.6727879,Markaz Al-Hamdaniya,al.hamdaniya,ninewa
17903,Al-Hamdaniya,Al-Salamiyah Village,???? ????????,36.14467202,43.31096659,Namroud,al.hamdaniya,ninewa
27271,Al-Hatra,Tal abta,?? ????,35.94612983,42.5718261,Markaz Hatra,al.hatra,ninewa
33114,Al-Hatra,Al-Amilah Village,???? ???????,35.78730103,42.99964293,Markaz Hatra,al.hatra,ninewa
33115,Al-Hatra,Zaaziaa Village,???? ???????,35.81036035,43.02302444,Markaz Hatra,al.hatra,ninewa
33164,Al-Hatra,Rmothaniat Al-rdin Village,???? ???????? ?????,35.61702195,42.9889707,Markaz Hatra,al.hatra,ninewa
17126,Al-Hatra,Markaz AL-Hatra,???? ?????,35.57722514,42.73185209,Markaz Hatra,al.hatra,ninewa
24549,Al-Mosul,Al Harmaat,???????,36.3624,43.0716,Al-Muhamadath,al.mosul,ninewa
18314,Al-Mosul,Hay Al Intisar,????????,36.32160352,43.2184224,Al-Muhamadath,al.mosul,ninewa
23933,Al-Mosul,Hay Al Samah,?? ??????,36.36599222,43.2208356,Al-Muhamadath,al.mosul,ninewa
23875,Al-Mosul,Al-Quds,?????,36.34899562,43.22555348,Al-Muhamadath,al.mosul,ninewa
21332,Al-Mosul,HAY-FALISTINE,?? ??????,36.30750923,43.1910329,Al-Muhamadath,al.mosul,ninewa
25066,Al-Mosul,Al Tanak,?????,36.341839,43.052996,Al-Muhamadath,al.mosul,ninewa
18339,Al-Mosul,Al-Karamah,???????,36.34434032,43.21393334,Al-Muhamadath,al.mosul,ninewa
18357,Al-Mosul,Al-sukar,?? ?????,36.38996165,43.16955564,Al-Muhamadath,al.mosul,ninewa
18346,Al-Mosul,Al-Maamon,???????,36.30882013,43.10854328,Al-Muhamadath,al.mosul,ninewa
21336,Al-Mosul,HAY-SUMMER,?? ????,36.29892135,43.19245944,Al-Muhamadath,al.mosul,ninewa
18368,Al-Mosul,Wadi Hajar,???? ???,36.32112548,43.12549664,Al-Muhamadath,al.mosul,ninewa
18313,Al-Mosul,Hay Al Islah Al Zirai,?? ??????? ???????,36.35024315,43.08515874,Al-Muhamadath,al.mosul,ninewa
18370,Al-Mosul,Hay Al Tammem,???????,36.3555135,43.19195727,Al-Muhamadath,al.mosul,ninewa
17128,Al-Mosul,Hamam Alaleel Center,???? ???? ??????,36.16758811,43.25494788,Hammam Al-Alil,al.mosul,ninewa
17338,Al-Shikhan,Atrush,?????,36.8377966,43.33373387,Atreesh,al.shikhan,ninewa
25945,Al-Shikhan,Esiyan Village,???? ??????,36.7148436,43.29448621,Markaz Al-Shikhan,al.shikhan,ninewa
17752,Al-Shikhan,Baadre,??????,36.72342984,43.25205126,Markaz Al-Shikhan,al.shikhan,ninewa
17333,Al-Shikhan,Shekhan,?????,36.68585032,43.34714326,Markaz Al-Shikhan,al.shikhan,ninewa
17535,Al-Shikhan,Mahad,???,36.64666962,43.41472644,Markaz Al-Shikhan,al.shikhan,ninewa
25278,Al-Shikhan,Kabara,???? ??????,36.69783949,43.22252412,Markaz Al-Shikhan,al.shikhan,ninewa
18199,Al-Shikhan,Qasrok,?????,36.69973886,43.59700937,Qasruk,al.shikhan,ninewa
21008,Al-Shikhan,Chira,???,36.64066507,43.52486353,Qasruk,al.shikhan,ninewa
8783,Aqra,Bardarash,?????,36.50505246,43.59559858,Bardarash,aqra,ninewa
8776,Aqra,Daratu,?????,36.47780181,43.72601916,Bardarash,aqra,ninewa
24580,Aqra,Roviya,?????,36.61804222,43.70120265,Bardarash,aqra,ninewa
16953,Aqra,Dinarta,???????,36.79299167,43.97959825,Dinarta,aqra,ninewa
17802,Aqra,Grdasin,??????,36.65457561,43.80706832,Kurdsein,aqra,ninewa
17734,Aqra,Akre,????,36.73616411,43.87036764,Kurdsein,aqra,ninewa
27361,Sinjar,Wary Bahdo,???? ????,36.38116896,41.79193799,Al-Shamal,sinjar,ninewa
27366,Sinjar,Balif,????,36.4286986,41.69891914,Al-Shamal,sinjar,ninewa
17928,Sinjar,Sinuni center,???? ?????,36.46593984,41.71338533,Al-Shamal,sinjar,ninewa
27283,Sinjar,Dokri,?????,36.47017334,41.73811846,Al-Shamal,sinjar,ninewa
27285,Sinjar,Borek,????,36.49436739,41.86820613,Al-Shamal,sinjar,ninewa
17845,Sinjar,Khana sor,??????,36.46474075,41.62757861,Al-Shamal,sinjar,ninewa
27362,Sinjar,Sardashty,??????,36.37382358,41.74922358,Al-Shamal,sinjar,ninewa
23274,Sinjar,Hay Alqadseya,?? ????????,36.32342149,41.87365479,Markaz Sinjar,sinjar,ninewa
22490,Sinjar,Hay Al Naser,?? ?????,36.32051324,41.84688259,Markaz Sinjar,sinjar,ninewa
32090,Sinjar,Hay Alzeraee,?? ???????,36.32152311,41.86595494,Markaz Sinjar,sinjar,ninewa
23273,Sinjar,Hay Alshuhada,?? ???????,36.31811,41.85867361,Markaz Sinjar,sinjar,ninewa
22923,Telafar,Kakhirta,??????,36.55740589,42.34905226,Al-Ayadiya,telafar,ninewa
17814,Telafar,Tal alhuaa,???? ?? ?????,36.74910112,42.30417192,Rabia,telafar,ninewa
28453,Telafar,Albawtha vilage,???? ??????,36.7311007,42.2585845,Rabia,telafar,ninewa
18262,Telafar,abu khushub,???? ??????,36.74144385,42.12177344,Rabia,telafar,ninewa
18308,Telafar,Hay Al Askari,?? ???????,36.80246191,42.09715448,Rabia,telafar,ninewa
24701,Telafar,Hay Al laban,?? ?????,36.80849199,42.09016157,Rabia,telafar,ninewa
28450,Telafar,Ewaynat vilage,???? ??????,36.68093122,42.40219667,Rabia,telafar,ninewa
25687,Telafar,Hay Al Sikak,?? ?????,36.79930633,42.09378266,Rabia,telafar,ninewa
25808,Telafar,Hay Alasreya,?? ???????,36.80483492,42.0867173,Rabia,telafar,ninewa
25944,Telafar,Qasabat Zummar,???? ????,36.65599757,42.59801338,Zummar,telafar,ninewa
25695,Telafar,kirver village,???? ????,36.68823497,42.59559437,Zummar,telafar,ninewa
17134,Tilkaef,Alqosh,?????,36.731975,43.095524,Al-Qosh,tilkaef,ninewa
22365,Tilkaef,Shaykhaka,???? ?????,36.6900264,43.16280158,Al-Qosh,tilkaef,ninewa
17830,Tilkaef,Jarahiya,????????,36.7017796,43.21302722,Al-Qosh,tilkaef,ninewa
24703,Tilkaef,Jambour Village,???? ?????,36.71678789,42.95407047,Al-Qosh,tilkaef,ninewa
24637,Tilkaef,Kalata Farhan village,???? ????? ?????(?????),36.59573094,43.21033799,Al-Qosh,tilkaef,ninewa
18377,Tilkaef,Al rasheediya,????????,36.40323668,43.0935171,Markaz Tilkaef,tilkaef,ninewa
17959,Tilkaef,Tallsquf,??????,36.59768094,43.10565343,Markaz Tilkaef,tilkaef,ninewa
24600,Tilkaef,Al Qawsiyat,????????,36.44442116,43.09490804,Markaz Tilkaef,tilkaef,ninewa
23913,Balad,Hay al Zahraa 204,?? ??????? ?(9-?? ?????)???? 204,33.83851491,44.24768232,Al-Dujeel,balad,salah.al.din
25916,Balad,Al Sejla village,???? ??????,33.90931473,44.1980154,Al-Dujeel,balad,salah.al.din
25746,Balad,Markaz Al-Dujeel-Hay Al Wihda Mahala 101,???? 101,33.84887071,44.23246813,Al-Dujeel,balad,salah.al.din
23920,Balad,Hay Al Hussien,?? ??????,33.84296372,44.24168261,Al-Dujeel,balad,salah.al.din
25747,Balad,Markaz Al-Dujeel-Al Shabab village,???? ??????,33.77310581,44.30544923,Al-Dujeel,balad,salah.al.din
25742,Balad,Al-Duloeyah-Hay Al Jubor,???? ?????? ??????,34.03255609,44.23111624,Al-Duloeyah,balad,salah.al.din
20770,Balad,Al-Duloeyah-Hay khazraj,???? ????,34.04808189,44.21884053,Al-Duloeyah,balad,salah.al.din
20771,Balad,Albu Farraj Village,???? ???? ????,34.08612811,44.19097743,Al-Duloeyah,balad,salah.al.din
20774,Balad,AL-Eshaqi center,???? ????? ????????,34.047534,43.98844416,Al-Esshaqi,balad,salah.al.din
29601,Balad,Eshaqi Complex,???? ????????,34.04860604,43.98265867,Al-Esshaqi,balad,salah.al.din
24912,Balad,Al Sindiyah village,???? ???????,33.87815361,44.4443865,Yathreb,balad,salah.al.din
23140,Samarra,Al Hardaniyah,???? ????????? ,34.07240208,44.15670572,Al-Muotasim,samarra,salah.al.din
21724,Samarra,Hay Al Mutasim-mahala 105,???? 105,34.19421015,43.87824353,Markaz Samarra,samarra,salah.al.din
21725,Samarra,Hay Al Wathiq-Mahala 314,?? ??????(22-??????)???? 314,34.18605355,43.89418088,Markaz Samarra,samarra,salah.al.din
